	Gender	Age	year	gpax	Region	previous-edu	uni-activity	influ-major	influ-people	influ-wellknown	influ-quality	influ-careermarket	E	I	S	N	T	F	J	P
1144	f	23-28	completed	C+	Central	highschool-mathsci	yes	mid	mid	mid	high	mid	High	Low	Mid	Mid	Low	High	Mid	Mid
1145	f	29-34	completed	C+	Central	highschool-art	no	high	high	high	high	high	Low	High	Mid	Mid	Mid	Mid	Low	High
1146	f	23-28	forth	C+	Central	highschool-art	yes	mid	mid	high	mid	high	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
1147	f	>23	second	C	South	highschool-art	yes	low	high	high	high	high	High	Low	Mid	Mid	Low	High	Mid	Mid
1148	f	23-28	completed	B	NorthEast	highschool-mathsci	yes	high	low	high	high	high	High	Low	Low	High	Low	High	Low	High
1149	f	29-34	completed	C+	Central	highschool-mathsci	yes	high	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1150	f	29-34	completed	C	East	highschool-art	no	high	low	high	high	high	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
1151	f	>23	first	C+	South	vocational	yes	high	mid	high	high	mid	Mid	Mid	Mid	Mid	Low	High	Low	High
1152	f	29-34	completed	B+	Central	highschool-mathsci	no	mid	high	mid	mid	mid	Mid	Mid	High	Low	High	Low	High	Low
1153	f	29-34	completed	C	South	highschool-art	yes	high	high	high	high	high	High	Low	High	Low	Low	High	Low	High
1154	f	>23	first	C	South	highschool-mathsci	yes	high	mid	high	high	high	Low	High	Low	High	High	Low	Low	High
1155	LGBT	29-34	completed	C+	Central	vocational	yes	high	mid	mid	mid	mid	Low	High	Mid	Mid	Low	High	Low	High
1156	f	23-28	completed	B+	Central	vocational	no	mid	high	mid	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1157	f	>23	forth	B	Central	highschool-mathsci	no	mid	high	high	high	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
1158	f	29-34	completed	B	Central	highschool-art	no	mid	high	mid	mid	low	Low	High	Low	High	Mid	Mid	Mid	Mid
1159	f	>23	first	B	NorthEast	highschool-mathsci	yes	mid	low	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
1160	m	>23	third	B+	North	vocational	yes	high	mid	mid	high	high	Low	High	Mid	Mid	Mid	Mid	High	Low
1161	f	29-34	completed	B	NorthEast	highschool-mathsci	yes	mid	high	high	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
1162	m	35+	completed	C+	NorthEast	highvocational	yes	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1163	f	>23	second	B+	North	vocational	yes	high	low	mid	high	high	High	Low	High	Low	Mid	Mid	High	Low
1164	f	>23	second	B	North	highschool-mathsci	yes	mid	mid	high	high	mid	High	Low	Mid	Mid	Low	High	Low	High
1165	f	>23	third	C+	South	highvocational	yes	high	mid	mid	high	high	Mid	Mid	High	Low	High	Low	High	Low
1166	m	23-28	third	C+	North	highvocational	yes	high	high	high	high	mid	High	Low	Mid	Mid	High	Low	High	Low
1167	m	>23	first	C+	North	vocational	yes	high	high	mid	mid	high	High	Low	High	Low	Mid	Mid	Mid	Mid
1168	m	>23	third	B	Central	highvocational	yes	high	high	mid	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
1169	f	>23	third	B	Central	highvocational	yes	high	high	mid	mid	high	High	Low	High	Low	High	Low	High	Low
1170	m	>23	third	B	Central	vocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
1171	m	>23	third	B	NorthEast	vocational	yes	high	mid	high	high	high	High	Low	High	Low	High	Low	Mid	Mid
1172	f	>23	second	C	North	highschool-mathsci	no	high	mid	mid	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1173	f	23-28	third	B+	North	vocational	yes	high	mid	high	mid	high	High	Low	High	Low	High	Low	High	Low
1174	m	29-34	completed	B	North	highvocational	yes	high	low	high	mid	high	High	Low	High	Low	High	Low	Mid	Mid
1175	m	23-28	completed	B+	Central	highvocational	yes	high	high	mid	high	mid	High	Low	Mid	Mid	Low	High	High	Low
1176	f	>23	second	B	Central	vocational	yes	high	low	mid	mid	mid	Low	High	Low	High	Mid	Mid	High	Low
1177	f	35+	completed	B	NorthEast	vocational	yes	high	mid	high	high	high	High	Low	High	Low	High	Low	High	Low
1178	f	>23	forth	C+	NorthEast	highschool-mathsci	yes	high	mid	mid	mid	high	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
1179	m	>23	second	B	NorthEast	highschool-mathsci	yes	mid	mid	high	low	high	High	Low	Low	High	Mid	Mid	High	Low
1180	f	29-34	completed	B	NorthEast	highschool-mathsci	yes	high	mid	mid	high	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1181	f	>23	first	C+	NorthEast	highschool-mathsci	yes	high	high	high	mid	high	High	Low	Low	High	Mid	Mid	High	Low
1182	f	>23	first	C+	NorthEast	highschool-mathsci	yes	high	mid	high	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
1183	f	>23	third	B	NorthEast	highschool-mathsci	no	mid	high	mid	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
1184	m	>23	first	C+	Central	highschool-art	yes	mid	mid	mid	high	high	High	Low	Mid	Mid	High	Low	High	Low
1185	f	>23	second	B	North	highschool-mathsci	yes	mid	mid	high	high	high	Mid	Mid	Mid	Mid	Low	High	High	Low
1186	m	>23	first	C+	North	highschool-art	yes	mid	high	mid	high	mid	Mid	Mid	High	Low	Low	High	Mid	Mid
1187	m	23-28	completed	B	Central	highschool-art	yes	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
1188	LGBT	>23	third	B+	North	vocational	yes	high	mid	high	high	high	High	Low	High	Low	High	Low	High	Low
1189	m	>23	first	B+	Central	highschool-art	no	low	mid	high	mid	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1190	f	>23	third	C	North	highschool-mathsci	no	high	low	mid	high	high	Mid	Mid	High	Low	Mid	Mid	Low	High
1191	LGBT	>23	first	B+	North	highschool-art	no	low	mid	mid	high	mid	Mid	Mid	Mid	Mid	High	Low	Low	High
1192	m	>23	second	C	Central	highschool-mathsci	no	low	high	high	high	mid	Low	High	Mid	Mid	Low	High	Low	High
1193	LGBT	>23	first	C	Central	non-formal	no	low	high	high	high	mid	Mid	Mid	Low	High	Mid	Mid	High	Low
1194	m	>23	forth	B	Central	highschool-art	yes	mid	mid	low	mid	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
1195	m	23-28	first	B+	North	highschool-mathsci	yes	high	low	high	mid	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1196	LGBT	23-28	second	B	NorthEast	non-formal	no	low	low	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1197	LGBT	23-28	first	B	NorthEast	highschool-art	no	mid	mid	high	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1198	m	23-28	second	B	East	vocational	no	mid	mid	mid	mid	high	Mid	Mid	Mid	Mid	High	Low	High	Low
1199	LGBT	>23	first	B+	East	highschool-mathsci	no	high	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1200	LGBT	>23	first	B	East	non-formal	no	mid	high	high	high	low	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1201	LGBT	>23	second	A	South	highschool-mathsci	yes	high	high	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1202	LGBT	>23	second	B	South	highschool-art	yes	high	mid	high	mid	mid	High	Low	High	Low	High	Low	Low	High
1203	LGBT	23-28	first	B	South	vocational	no	high	high	high	high	low	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1204	m	>23	second	C	South	highschool-art	no	mid	high	mid	mid	low	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1205	f	>23	second	C+	South	highvocational	no	low	high	high	high	mid	Low	High	High	Low	Low	High	High	Low
1206	m	23-28	completed	B	North	highvocational	no	mid	mid	mid	mid	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1207	f	>23	second	B+	North	vocational	no	mid	mid	mid	mid	mid	Low	High	Mid	Mid	Mid	Mid	High	Low
1208	LGBT	23-28	second	B	North	vocational	no	mid	high	mid	mid	mid	Low	High	Mid	Mid	Low	High	High	Low
1209	f	23-28	first	C+	North	highvocational	no	mid	mid	high	mid	low	Low	High	Mid	Mid	Low	High	Mid	Mid
1210	m	>23	second	B+	North	vocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
1211	LGBT	>23	first	B	Central	highschool-mathsci	no	low	high	low	mid	high	Mid	Mid	High	Low	Low	High	Mid	Mid
1212	LGBT	23-28	first	B+	NorthEast	non-formal	no	mid	mid	high	low	low	Mid	Mid	Low	High	Mid	Mid	Low	High
1213	f	>23	forth	B	North	highschool-art	yes	mid	mid	low	mid	high	High	Low	Mid	Mid	High	Low	Mid	Mid
1214	f	>23	second	B	North	highschool-art	yes	mid	mid	high	mid	mid	High	Low	High	Low	Mid	Mid	Mid	Mid
1215	f	>23	third	B+	North	vocational	yes	high	high	mid	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1216	f	>23	second	B+	North	vocational	no	mid	mid	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1217	m	29-34	completed	B+	East	highschool-art	yes	high	mid	mid	high	mid	High	Low	High	Low	Mid	Mid	High	Low
1218	m	29-34	completed	B+	NorthEast	highschool-mathsci	yes	high	mid	high	high	mid	High	Low	Low	High	Low	High	High	Low
1219	f	>23	second	B	North	highschool-art	yes	mid	mid	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1220	f	>23	forth	B	North	highschool-art	yes	mid	high	mid	mid	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1221	f	>23	second	B+	North	highschool-art	yes	high	mid	low	mid	high	High	Low	High	Low	Mid	Mid	Mid	Mid
1222	f	>23	forth	B	North	highschool-art	yes	mid	mid	high	high	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1223	m	>23	first	B	North	highschool-art	yes	mid	mid	mid	high	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1224	f	>23	third	B	Central	highschool-art	yes	mid	mid	mid	high	mid	High	Low	Low	High	Mid	Mid	Mid	Mid
1225	LGBT	>23	third	B	North	highschool-mathsci	yes	high	low	high	mid	mid	Mid	Mid	Mid	Mid	Low	High	High	Low
1226	LGBT	>23	second	B	NorthEast	highschool-mathsci	yes	mid	high	mid	mid	low	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1227	f	>23	second	B	Central	highschool-art	yes	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
1228	m	>23	third	C+	Central	highschool-art	yes	mid	high	mid	mid	mid	High	Low	Mid	Mid	High	Low	Mid	Mid
1229	f	>23	second	B	Central	highschool-mathsci	yes	low	mid	low	mid	mid	Mid	Mid	Low	High	Mid	Mid	Low	High
1230	LGBT	23-28	forth	B	Central	highschool-mathsci	yes	mid	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1231	LGBT	>23	second	B+	South	highschool-mathsci	no	low	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1232	LGBT	>23	second	B	South	highschool-mathsci	no	mid	mid	high	high	mid	Mid	Mid	High	Low	Low	High	High	Low
1233	f	23-28	third	B	North	highschool-mathsci	yes	mid	high	high	high	mid	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
1234	m	23-28	third	B	North	highschool-mathsci	no	mid	mid	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
1235	m	23-28	completed	B	North	highschool-mathsci	no	mid	high	high	high	mid	Low	High	Mid	Mid	Mid	Mid	High	Low
1236	m	>23	second	B	Central	highschool-art	yes	low	low	high	high	mid	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
1237	f	>23	second	C+	Central	highschool-mathsci	yes	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1238	f	>23	second	B	Central	highschool-mathsci	yes	mid	high	low	high	low	Mid	Mid	High	Low	High	Low	Mid	Mid
1239	f	>23	second	B	Central	highschool-art	yes	low	low	mid	mid	high	Mid	Mid	Low	High	Mid	Mid	High	Low
1240	m	>23	second	C+	East	highschool-art	yes	mid	high	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1241	f	>23	second	B	North	highschool-art	yes	mid	low	mid	low	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1242	f	>23	second	B	Central	highschool-mathsci	yes	mid	mid	high	mid	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
1243	f	>23	second	B+	Central	highschool-art	yes	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1244	m	>23	second	B	East	highschool-art	yes	low	mid	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1245	LGBT	>23	second	B	Central	highschool-mathsci	yes	mid	low	mid	mid	low	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1246	LGBT	23-28	first	C+	NorthEast	non-formal	no	high	mid	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1247	LGBT	23-28	completed	B	North	highschool-mathsci	no	mid	low	low	low	low	High	Low	Mid	Mid	High	Low	Low	High
1248	f	>23	third	B	NorthEast	highschool-art	no	mid	mid	high	high	low	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1249	LGBT	>23	first	B	East	highschool-mathsci	no	low	high	mid	low	mid	Mid	Mid	Low	High	Mid	Mid	High	Low
1250	m	>23	second	B+	North	highschool-mathsci	yes	high	mid	high	high	high	High	Low	Mid	Mid	High	Low	High	Low
1251	f	23-28	completed	B+	North	highschool-mathsci	yes	high	mid	high	high	high	High	Low	Mid	Mid	Mid	Mid	High	Low
1252	m	>23	first	B	West	highschool-mathsci	no	mid	mid	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1253	f	>23	second	B	Central	highschool-mathsci	no	mid	high	high	high	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1254	f	>23	first	B	Central	highschool-mathsci	no	mid	high	high	high	mid	Mid	Mid	High	Low	Mid	Mid	High	Low
1255	f	23-28	completed	C+	NorthEast	highschool-art	yes	mid	high	low	mid	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
1256	f	23-28	completed	B	NorthEast	highschool-mathsci	yes	mid	high	high	high	mid	High	Low	Mid	Mid	Low	High	High	Low
1257	f	23-28	completed	B	NorthEast	highschool-mathsci	yes	high	mid	mid	mid	mid	High	Low	Mid	Mid	High	Low	Mid	Mid
1258	m	23-28	completed	C+	NorthEast	highschool-art	no	high	low	high	high	mid	High	Low	Low	High	Mid	Mid	Mid	Mid
1259	f	23-28	completed	B	NorthEast	highschool-mathsci	yes	mid	mid	high	mid	mid	High	Low	Low	High	Low	High	Mid	Mid
1260	LGBT	23-28	completed	B	NorthEast	highschool-art	yes	high	high	high	mid	low	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
1261	m	23-28	completed	B	NorthEast	highschool-mathsci	no	high	mid	mid	mid	low	Mid	Mid	Low	High	Low	High	Mid	Mid
1262	f	23-28	completed	C+	NorthEast	highschool-art	yes	high	high	high	high	high	High	Low	Low	High	Low	High	Mid	Mid
1263	f	23-28	completed	C+	NorthEast	highschool-mathsci	yes	mid	high	high	high	mid	Low	High	Mid	Mid	Low	High	Mid	Mid
1264	f	23-28	completed	B+	NorthEast	highschool-mathsci	yes	high	high	mid	high	mid	Mid	Mid	Low	High	Low	High	Mid	Mid
1265	f	23-28	first	C	Central	highschool-mathsci	no	mid	high	mid	mid	mid	Low	High	Low	High	Low	High	Low	High
1266	f	35+	completed	C+	North	highschool-mathsci	yes	mid	high	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
1267	f	>23	forth	C+	NorthEast	highschool-mathsci	yes	mid	mid	high	mid	low	High	Low	Mid	Mid	Low	High	Low	High
1268	f	>23	third	C+	NorthEast	highschool-mathsci	yes	mid	mid	mid	mid	high	High	Low	Mid	Mid	High	Low	Mid	Mid
1269	m	35+	completed	B	NorthEast	highschool-mathsci	no	mid	high	low	mid	mid	Low	High	High	Low	Low	High	Mid	Mid
1270	f	29-34	completed	C+	South	highschool-art	no	mid	low	mid	high	high	High	Low	High	Low	Mid	Mid	High	Low
1271	f	>23	first	B+	Central	highschool-mathsci	no	mid	mid	low	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1272	f	35+	completed	B	South	highschool-mathsci	no	high	mid	low	mid	high	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
1273	f	>23	forth	B	NorthEast	highschool-mathsci	no	high	mid	mid	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1274	f	23-28	completed	C+	South	highschool-mathsci	yes	high	mid	mid	high	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
1275	f	35+	completed	C	Central	highschool-mathsci	no	high	mid	mid	high	high	High	Low	Low	High	Mid	Mid	High	Low
1276	f	35+	completed	B+	NorthEast	highschool-mathsci	no	high	high	high	high	high	High	Low	Low	High	Low	High	Mid	Mid
1277	f	35+	completed	C+	Central	highvocational	no	high	mid	high	high	high	High	Low	Mid	Mid	Low	High	Low	High
1278	f	23-28	completed	C+	Central	highschool-mathsci	no	high	mid	low	high	high	Mid	Mid	High	Low	Mid	Mid	High	Low
1279	f	>23	second	B+	Central	highschool-mathsci	no	high	high	mid	high	mid	Low	High	Mid	Mid	Mid	Low	Mid	Mid
1280	f	>23	second	B	North	highschool-art	yes	mid	mid	high	mid	mid	High	Low	High	Low	Mid	Mid	Mid	Mid
1281	f	>23	third	B+	North	vocational	yes	high	high	mid	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1282	f	>23	second	B+	North	vocational	no	mid	mid	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1283	m	29-34	completed	B+	East	highschool-art	yes	high	mid	mid	high	mid	High	Low	High	Low	Mid	Mid	High	Low
1284	m	29-34	completed	B+	NorthEast	highschool-mathsci	yes	high	mid	high	high	mid	High	Low	Low	High	Low	High	High	Low
1285	f	>23	second	B	North	highschool-art	yes	mid	mid	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1286	f	>23	forth	B	North	highschool-art	yes	mid	high	mid	mid	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1287	f	>23	second	B+	North	highschool-art	yes	high	mid	low	mid	high	High	Low	High	Low	Mid	Mid	Mid	Mid
1288	f	>23	forth	B	North	highschool-art	yes	mid	mid	high	high	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1289	m	>23	first	B	North	highschool-art	yes	mid	mid	mid	high	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1290	f	>23	third	B	Central	highschool-art	yes	mid	mid	mid	high	mid	High	Low	Low	High	Mid	Mid	Mid	Mid
1291	LGBT	>23	third	B	North	highschool-mathsci	yes	high	low	high	mid	mid	Mid	Mid	Mid	Mid	Low	High	High	Low
1292	LGBT	>23	second	B	NorthEast	highschool-mathsci	yes	mid	high	mid	mid	low	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1293	f	>23	second	B	Central	highschool-art	yes	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
1294	m	>23	third	C+	Central	highschool-art	yes	mid	high	mid	mid	mid	High	Low	Mid	Mid	High	Low	Mid	Mid
1295	f	>23	second	B	Central	highschool-mathsci	yes	low	mid	low	mid	mid	Mid	Mid	Low	High	Mid	Mid	Low	High
1296	LGBT	23-28	forth	B	Central	highschool-mathsci	yes	mid	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1297	LGBT	>23	second	B+	South	highschool-mathsci	no	low	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1298	LGBT	>23	second	B	South	highschool-mathsci	no	mid	mid	high	high	mid	Mid	Mid	High	Low	Low	High	High	Low
1299	f	23-28	third	B	North	highschool-mathsci	yes	mid	high	high	high	mid	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
1300	m	23-28	third	B	North	highschool-mathsci	no	mid	mid	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
1301	m	23-28	completed	B	North	highschool-mathsci	no	mid	high	high	high	mid	Low	High	Mid	Mid	Mid	Mid	High	Low
1302	m	>23	second	B	Central	highschool-art	yes	low	low	high	high	mid	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
1303	f	>23	second	C+	Central	highschool-mathsci	yes	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1304	f	>23	second	B	Central	highschool-mathsci	yes	mid	high	low	high	low	Mid	Mid	High	Low	High	Low	Mid	Mid
1305	f	>23	second	B	Central	highschool-art	yes	low	low	mid	mid	high	Mid	Mid	Low	High	Mid	Mid	High	Low
1306	m	>23	second	C+	East	highschool-art	yes	mid	high	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1307	f	>23	second	B	North	highschool-art	yes	mid	low	mid	low	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1308	f	>23	second	B	Central	highschool-mathsci	yes	mid	mid	high	mid	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
1309	f	>23	second	B+	Central	highschool-art	yes	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1310	m	>23	second	B	East	highschool-art	yes	low	mid	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1311	LGBT	>23	second	B	Central	highschool-mathsci	yes	mid	low	mid	mid	low	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1312	LGBT	23-28	first	C+	NorthEast	non-formal	no	high	mid	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1313	LGBT	23-28	completed	B	North	highschool-mathsci	no	mid	low	low	low	low	High	Low	Mid	Mid	High	Low	Low	High
1314	f	>23	third	B	NorthEast	highschool-art	no	mid	mid	high	high	low	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1315	LGBT	>23	first	B	East	highschool-mathsci	no	low	high	mid	low	mid	Mid	Mid	Low	High	Mid	Mid	High	Low
1316	m	>23	second	B+	North	highschool-mathsci	yes	high	mid	high	high	high	High	Low	Mid	Mid	High	Low	High	Low
1317	f	23-28	completed	B+	North	highschool-mathsci	yes	high	mid	high	high	high	High	Low	Mid	Mid	Mid	Mid	High	Low
1318	m	>23	first	B	West	highschool-mathsci	no	mid	mid	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1319	f	>23	second	B	Central	highschool-mathsci	no	mid	high	high	high	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1320	f	>23	first	B	Central	highschool-mathsci	no	mid	high	high	high	mid	Mid	Mid	High	Low	Mid	Mid	High	Low
1321	f	23-28	completed	C+	NorthEast	highschool-art	yes	mid	high	low	mid	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
1322	f	23-28	completed	B	NorthEast	highschool-mathsci	yes	mid	high	high	high	mid	High	Low	Mid	Mid	Low	High	High	Low
1323	f	23-28	completed	B	NorthEast	highschool-mathsci	yes	high	mid	mid	mid	mid	High	Low	Mid	Mid	High	Low	Mid	Mid
1324	m	23-28	completed	C+	NorthEast	highschool-art	no	high	low	high	high	mid	High	Low	Low	High	Mid	Mid	Mid	Mid
1325	f	23-28	completed	B	NorthEast	highschool-mathsci	yes	mid	mid	high	mid	mid	High	Low	Low	High	Low	High	Mid	Mid
1326	LGBT	23-28	completed	B	NorthEast	highschool-art	yes	high	high	high	mid	low	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
1327	m	23-28	completed	B	NorthEast	highschool-mathsci	no	high	mid	mid	mid	low	Mid	Mid	Low	High	Low	High	Mid	Mid
1328	f	23-28	completed	C+	NorthEast	highschool-art	yes	high	high	high	high	high	High	Low	Low	High	Low	High	Mid	Mid
1329	f	23-28	completed	C+	NorthEast	highschool-mathsci	yes	mid	high	high	high	mid	Low	High	Mid	Mid	Low	High	Mid	Mid
1330	f	23-28	completed	B+	NorthEast	highschool-mathsci	yes	high	high	mid	high	mid	Mid	Mid	Low	High	Low	High	Mid	Mid
1331	f	23-28	first	C	Central	highschool-mathsci	no	mid	high	mid	mid	mid	Low	High	Low	High	Low	High	Low	High
1332	f	35+	completed	C+	North	highschool-mathsci	yes	mid	high	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
1333	f	>23	forth	C+	NorthEast	highschool-mathsci	yes	mid	mid	high	mid	low	High	Low	Mid	Mid	Low	High	Low	High
1334	f	>23	third	C+	NorthEast	highschool-mathsci	yes	mid	mid	mid	mid	high	High	Low	Mid	Mid	High	Low	Mid	Mid
1335	m	35+	completed	B	NorthEast	highschool-mathsci	no	mid	high	low	mid	mid	Low	High	High	Low	Low	High	Mid	Mid
1336	f	29-34	completed	C+	South	highschool-art	no	mid	low	mid	high	high	High	Low	High	Low	Mid	Mid	High	Low
1337	f	>23	first	B+	Central	highschool-mathsci	no	mid	mid	low	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1338	f	35+	completed	B	South	highschool-mathsci	no	high	mid	low	mid	high	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
1339	f	>23	forth	B	NorthEast	highschool-mathsci	no	high	mid	mid	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1340	f	23-28	completed	C+	South	highschool-mathsci	yes	high	mid	mid	high	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
1341	f	35+	completed	C	Central	highschool-mathsci	no	high	mid	mid	high	high	High	Low	Low	High	Mid	Mid	High	Low
1342	f	35+	completed	B+	NorthEast	highschool-mathsci	no	high	high	high	high	high	High	Low	Low	High	Low	High	Mid	Mid
1343	f	35+	completed	C+	Central	highvocational	no	high	mid	high	high	high	High	Low	Mid	Mid	Low	High	Low	High
1344	f	23-28	completed	C+	Central	highschool-mathsci	no	high	mid	low	high	high	Mid	Mid	High	Low	Mid	Mid	High	Low
1345	f	>23	second	B+	Central	highschool-mathsci	no	high	high	mid	high	mid	Low	High	Mid	Mid	Mid	Low	Mid	Mid
1346	f	>23	second	B	North	highschool-art	yes	mid	mid	high	mid	mid	High	Low	High	Low	Mid	Mid	Mid	Mid
1347	f	>23	third	B+	North	vocational	yes	high	high	mid	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1348	f	>23	second	B+	North	vocational	no	mid	mid	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
1349	m	29-34	completed	B+	East	highschool-art	yes	high	mid	mid	high	mid	High	Low	High	Low	Mid	Mid	High	Low
1350	m	29-34	completed	B+	NorthEast	highschool-mathsci	yes	high	mid	high	high	mid	High	Low	Low	High	Low	High	High	Low
1351	f	>23	second	B	North	highschool-art	yes	mid	mid	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
1352	f	>23	forth	B	North	highschool-art	yes	mid	high	mid	mid	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
1353	f	>23	second	B+	North	highschool-art	yes	high	mid	low	mid	high	High	Low	High	Low	Mid	Mid	Mid	Mid
1354	f	>23	forth	B	North	highschool-art	yes	mid	mid	high	high	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
