Gender	Age	major	year	gpax	Region	previous-edu	uni-activity	influ-major	influ-people	influ-wellknown	influ-quality	influ-careermarket	E	I	S	N	T	F	J	P
LGBT	>23	Arts & Humanities	third	B	North	highschool-art	yes	mid	mid	mid	mid	mid	High	Low	Low	High	Low	High	Mid	Mid
f	>23	Arts & Humanities	first	C+	NorthEast	highschool-art	yes	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
m	>23	Arts & Humanities	second	B	Central	highschool-art	yes	mid	mid	mid	mid	high	High	Low	High	Low	High	Low	Mid	Mid
m	>23	Arts & Humanities	second	C+	Central	highschool-art	yes	high	high	mid	mid	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
f	23-28	Arts & Humanities	first	C+	North	highschool-art	no	low	low	mid	mid	mid	Mid	Mid	High	Low	Low	High	Mid	Mid
LGBT	>23	Arts & Humanities	second	C+	NorthEast	highschool-art	no	high	low	high	mid	mid	Mid	Mid	Mid	Mid	Low	High	High	Low
f	23-28	Arts & Humanities	first	C+	NorthEast	highschool-art	no	mid	low	high	mid	high	Mid	Mid	Mid	Mid	Low	High	High	Low
LGBT	23-28	Arts & Humanities	first	B	NorthEast	highschool-art	no	mid	mid	high	mid	high	Mid	Mid	Low	High	High	Low	Mid	Mid
f	>23	Arts & Humanities	second	B	Central	vocational	no	mid	high	high	mid	mid	Low	High	High	Low	Low	High	High	Low
f	23-28	Arts & Humanities	forth	B	Central	highschool-art	no	mid	mid	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
f	23-28	Arts & Humanities	second	B	Central	highschool-art	yes	high	high	high	mid	mid	Mid	Mid	Mid	Mid	High	Low	Low	High
f	23-28	Arts & Humanities	completed	B+	South	highschool-art	no	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
f	>23	Arts & Humanities	second	B	North	non-formal	no	high	low	high	mid	mid	Low	High	Mid	Mid	Mid	Mid	Low	High
LGBT	>23	Arts & Humanities	third	B+	North	highschool-mathsci	yes	high	low	high	high	high	High	Low	Mid	Mid	High	Low	Mid	Mid
m	23-28	Arts & Humanities	forth	B+	North	highschool-art	yes	high	high	mid	high	high	High	Low	High	Low	Low	High	High	Low
m	>23	Arts & Humanities	completed	B+	West	highschool-art	no	mid	low	mid	mid	mid	Low	High	Mid	Mid	Low	High	Mid	Mid
LGBT	>23	Arts & Humanities	third	C+	NorthEast	highschool-art	yes	mid	high	mid	low	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
m	>23	Arts & Humanities	second	B	North	highschool-mathsci	yes	high	low	high	high	mid	High	Low	High	Low	High	Low	High	Low
LGBT	23-28	Arts & Humanities	forth	B+	Central	vocational	yes	high	low	mid	high	mid	High	Low	Mid	Mid	High	Low	High	Low
f	>23	Arts & Humanities	second	B	North	vocational	yes	high	mid	high	high	high	High	Low	Mid	Mid	Mid	Mid	High	Low
f	>23	Arts & Humanities	second	C+	North	highschool-mathsci	yes	high	high	high	high	mid	High	Low	High	Low	High	Low	High	Low
f	>23	Arts & Humanities	second	B	NorthEast	highschool-art	no	high	low	high	low	mid	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
f	>23	Arts & Humanities	first	B	South	highschool-art	no	high	low	high	high	low	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
f	>23	Arts & Humanities	first	B	South	highschool-art	no	high	mid	high	high	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
f	>23	Arts & Humanities	first	B	West	highschool-art	no	mid	high	high	high	low	Low	High	Mid	Mid	High	Low	Mid	Mid
f	>23	Arts & Humanities	first	B	Central	highschool-art	no	mid	high	mid	low	low	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
LGBT	>23	Arts & Humanities	second	B+	Central	highschool-art	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
f	>23	Arts & Humanities	first	B	Central	highschool-mathsci	no	mid	mid	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
LGBT	>23	Arts & Humanities	second	B	Central	highvocational	yes	high	mid	mid	mid	mid	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
f	>23	Arts & Humanities	second	B	Central	highvocational	yes	high	high	high	high	mid	High	Low	Mid	Mid	Low	High	Mid	Mid
LGBT	23-28	Arts & Humanities	forth	B	Central	vocational	yes	high	high	high	mid	mid	High	Low	High	Low	High	Low	High	Low
f	23-28	Arts & Humanities	second	B	Central	highvocational	yes	mid	high	high	high	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
f	23-28	Arts & Humanities	third	B	Central	vocational	yes	mid	mid	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
f	>23	Arts & Humanities	third	B	North	highschool-art	yes	mid	mid	low	low	high	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
m	>23	Arts & Humanities	third	C+	North	highschool-art	yes	low	mid	mid	mid	mid	Mid	Mid	High	Low	Mid	Mid	High	Low
f	>23	Arts & Humanities	third	B	North	highschool-art	yes	mid	mid	low	mid	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
m	>23	Arts & Humanities	third	B	North	highschool-art	yes	mid	low	low	mid	mid	High	Low	Mid	Mid	High	Low	High	Low
m	>23	Arts & Humanities	third	C+	North	highschool-art	yes	mid	mid	mid	low	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
f	>23	Arts & Humanities	third	B	North	highschool-art	yes	low	low	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
f	>23	Arts & Humanities	third	B	North	highschool-art	yes	low	low	mid	mid	mid	High	Low	High	Low	High	Low	High	Low
f	>23	Arts & Humanities	third	C+	North	highschool-art	yes	mid	mid	low	mid	mid	Mid	Mid	Mid	Mid	High	Low	Low	High
f	>23	Arts & Humanities	third	B	North	highschool-art	yes	mid	mid	mid	mid	high	Low	High	Low	High	Mid	Mid	Mid	Mid
f	>23	Arts & Humanities	third	B	North	highschool-art	yes	mid	low	mid	mid	mid	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
f	>23	Arts & Humanities	third	B	NorthEast	highschool-art	yes	mid	high	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
f	>23	Arts & Humanities	third	B	NorthEast	highschool-art	yes	high	high	mid	mid	low	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
f	>23	Arts & Humanities	third	B	NorthEast	highschool-art	no	low	mid	mid	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
f	>23	Arts & Humanities	third	B	NorthEast	highschool-art	yes	mid	low	low	low	mid	Mid	Mid	Low	High	Mid	Mid	Low	High
f	>23	Arts & Humanities	third	B+	NorthEast	highschool-art	yes	low	low	mid	mid	mid	High	Low	Low	High	High	Low	High	Low
f	>23	Arts & Humanities	third	B	NorthEast	highschool-art	yes	mid	mid	mid	high	mid	Mid	Mid	Mid	Mid	Low	High	Low	High
f	>23	Arts & Humanities	third	B	NorthEast	highschool-art	yes	mid	high	mid	high	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
LGBT	>23	Arts & Humanities	third	B	NorthEast	highschool-art	yes	mid	mid	mid	low	low	High	Low	Mid	Mid	High	Low	High	Low
LGBT	>23	Arts & Humanities	third	C+	NorthEast	highschool-art	yes	low	mid	low	high	mid	High	Low	Low	High	High	Low	Mid	Mid
LGBT	>23	Arts & Humanities	third	B	NorthEast	highschool-art	no	low	low	low	high	mid	High	Low	Mid	Mid	Low	High	Mid	Mid
m	>23	Arts & Humanities	first	B+	Central	vocational	yes	high	mid	high	mid	mid	High	Low	Low	High	High	Low	High	Low
f	23-28	Arts & Humanities	completed	C+	Central	highschool-mathsci	yes	mid	mid	mid	high	mid	High	Low	Mid	Mid	Low	High	Mid	Mid
f	29-34	Arts & Humanities	completed	C+	Central	highschool-art	no	high	high	high	high	high	Low	High	Mid	Mid	Mid	Mid	Low	High
f	23-28	Arts & Humanities	forth	C+	Central	highschool-art	yes	mid	mid	high	mid	high	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
f	>23	Arts & Humanities	second	C	South	highschool-art	yes	low	high	high	high	high	High	Low	Mid	Mid	Low	High	Mid	Mid
f	23-28	Arts & Humanities	completed	B	NorthEast	highschool-mathsci	yes	high	low	high	high	high	High	Low	Low	High	Low	High	Low	High
f	29-34	Arts & Humanities	completed	C+	Central	highschool-mathsci	yes	high	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
f	29-34	Arts & Humanities	completed	C	East	highschool-art	no	high	low	high	high	high	Low	High	Mid	Mid	Mid	Mid	Mid	Mid
f	>23	Arts & Humanities	first	C+	South	vocational	yes	high	mid	high	high	mid	Mid	Mid	Mid	Mid	Low	High	Low	High
f	29-34	Arts & Humanities	completed	B+	Central	highschool-mathsci	no	mid	high	mid	mid	mid	Mid	Mid	High	Low	High	Low	High	Low
f	29-34	Arts & Humanities	completed	C	South	highschool-art	yes	high	high	high	high	high	High	Low	High	Low	Low	High	Low	High
f	>23	Arts & Humanities	first	C	South	highschool-mathsci	yes	high	mid	high	high	high	Low	High	Low	High	High	Low	Low	High
LGBT	29-34	Arts & Humanities	completed	C+	Central	vocational	yes	high	mid	mid	mid	mid	Low	High	Mid	Mid	Low	High	Low	High
f	23-28	Arts & Humanities	completed	B+	Central	vocational	no	mid	high	mid	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
f	>23	Arts & Humanities	forth	B	Central	highschool-mathsci	no	mid	high	high	high	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
f	29-34	Arts & Humanities	completed	B	Central	highschool-art	no	mid	high	mid	mid	low	Low	High	Low	High	Mid	Mid	Mid	Mid
f	>23	Business and Law	first	B	NorthEast	highschool-mathsci	yes	mid	low	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
m	>23	Business and Law	third	B+	North	vocational	yes	high	mid	mid	high	high	Low	High	Mid	Mid	Mid	Mid	High	Low
f	29-34	Business and Law	completed	B	NorthEast	highschool-mathsci	yes	mid	high	high	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Low	High
m	35+	Business and Law	completed	C+	NorthEast	highvocational	yes	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
f	>23	Business and Law	second	B+	North	vocational	yes	high	low	mid	high	high	High	Low	High	Low	Mid	Mid	High	Low
f	>23	Business and Law	second	B	North	highschool-mathsci	yes	mid	mid	high	high	mid	High	Low	Mid	Mid	Low	High	Low	High
f	>23	Business and Law	third	C+	South	highvocational	yes	high	mid	mid	high	high	Mid	Mid	High	Low	High	Low	High	Low
m	23-28	Business and Law	third	C+	North	highvocational	yes	high	high	high	high	mid	High	Low	Mid	Mid	High	Low	High	Low
m	>23	Business and Law	first	C+	North	vocational	yes	high	high	mid	mid	high	High	Low	High	Low	Mid	Mid	Mid	Mid
m	>23	Business and Law	third	B	Central	highvocational	yes	high	high	mid	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
f	>23	Business and Law	third	B	Central	highvocational	yes	high	high	mid	mid	high	High	Low	High	Low	High	Low	High	Low
m	>23	Business and Law	third	B	Central	vocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
m	>23	Business and Law	third	B	NorthEast	vocational	yes	high	mid	high	high	high	High	Low	High	Low	High	Low	Mid	Mid
f	>23	Business and Law	second	C	North	highschool-mathsci	no	high	mid	mid	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
f	23-28	Business and Law	third	B+	North	vocational	yes	high	mid	high	mid	high	High	Low	High	Low	High	Low	High	Low
m	29-34	Business and Law	completed	B	North	highvocational	yes	high	low	high	mid	high	High	Low	High	Low	High	Low	Mid	Mid
m	23-28	Business and Law	completed	B+	Central	highvocational	yes	high	high	mid	high	mid	High	Low	Mid	Mid	Low	High	High	Low
f	>23	Business and Law	second	B	Central	vocational	yes	high	low	mid	mid	mid	Low	High	Low	High	Mid	Mid	High	Low
f	35+	Business and Law	completed	B	NorthEast	vocational	yes	high	mid	high	high	high	High	Low	High	Low	High	Low	High	Low
f	>23	Business and Law	forth	C+	NorthEast	highschool-mathsci	yes	high	mid	mid	mid	high	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
m	>23	Business and Law	second	B	NorthEast	highschool-mathsci	yes	mid	mid	high	low	high	High	Low	Low	High	Mid	Mid	High	Low
f	29-34	Business and Law	completed	B	NorthEast	highschool-mathsci	yes	high	mid	mid	high	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
f	>23	Business and Law	first	C+	NorthEast	highschool-mathsci	yes	high	high	high	mid	high	High	Low	Low	High	Mid	Mid	High	Low
f	>23	Business and Law	first	C+	NorthEast	highschool-mathsci	yes	high	mid	high	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
f	>23	Business and Law	third	B	NorthEast	highschool-mathsci	no	mid	high	mid	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
m	>23	Business and Law	first	C+	Central	highschool-art	yes	mid	mid	mid	high	high	High	Low	Mid	Mid	High	Low	High	Low
f	>23	Business and Law	second	B	North	highschool-mathsci	yes	mid	mid	high	high	high	Mid	Mid	Mid	Mid	Low	High	High	Low
m	>23	Business and Law	first	C+	North	highschool-art	yes	mid	high	mid	high	mid	Mid	Mid	High	Low	Low	High	Mid	Mid
m	23-28	Business and Law	completed	B	Central	highschool-art	yes	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	High	Low	Mid	Mid
LGBT	>23	Business and Law	third	B+	North	vocational	yes	high	mid	high	high	high	High	Low	High	Low	High	Low	High	Low
m	>23	Business and Law	first	B+	Central	highschool-art	no	low	mid	high	mid	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
f	>23	Business and Law	third	C	North	highschool-mathsci	no	high	low	mid	high	high	Mid	Mid	High	Low	Mid	Mid	Low	High
LGBT	>23	Business and Law	first	B+	North	highschool-art	no	low	mid	mid	high	mid	Mid	Mid	Mid	Mid	High	Low	Low	High
m	>23	Business and Law	second	C	Central	highschool-mathsci	no	low	high	high	high	mid	Low	High	Mid	Mid	Low	High	Low	High
LGBT	>23	Business and Law	first	C	Central	non-formal	no	low	high	high	high	mid	Mid	Mid	Low	High	Mid	Mid	High	Low
m	>23	Business and Law	forth	B	Central	highschool-art	yes	mid	mid	low	mid	mid	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
m	23-28	Business and Law	first	B+	North	highschool-mathsci	yes	high	low	high	mid	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
LGBT	23-28	Business and Law	second	B	NorthEast	non-formal	no	low	low	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
LGBT	23-28	Business and Law	first	B	NorthEast	highschool-art	no	mid	mid	high	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
m	23-28	Business and Law	second	B	East	vocational	no	mid	mid	mid	mid	high	Mid	Mid	Mid	Mid	High	Low	High	Low
LGBT	>23	Business and Law	first	B+	East	highschool-mathsci	no	high	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
LGBT	>23	Business and Law	first	B	East	non-formal	no	mid	high	high	high	low	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
LGBT	>23	Business and Law	second	A	South	highschool-mathsci	yes	high	high	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
LGBT	>23	Business and Law	second	B	South	highschool-art	yes	high	mid	high	mid	mid	High	Low	High	Low	High	Low	Low	High
LGBT	23-28	Business and Law	first	B	South	vocational	no	high	high	high	high	low	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
m	>23	Business and Law	second	C	South	highschool-art	no	mid	high	mid	mid	low	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
f	>23	Business and Law	second	C+	South	highvocational	no	low	high	high	high	mid	Low	High	High	Low	Low	High	High	Low
m	23-28	Business and Law	completed	B	North	highvocational	no	mid	mid	mid	mid	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
f	>23	Business and Law	second	B+	North	vocational	no	mid	mid	mid	mid	mid	Low	High	Mid	Mid	Mid	Mid	High	Low
LGBT	23-28	Business and Law	second	B	North	vocational	no	mid	high	mid	mid	mid	Low	High	Mid	Mid	Low	High	High	Low
f	23-28	Business and Law	first	C+	North	highvocational	no	mid	mid	high	mid	low	Low	High	Mid	Mid	Low	High	Mid	Mid
m	>23	Business and Law	second	B+	North	vocational	yes	high	high	high	high	high	High	Low	High	Low	High	Low	High	Low
LGBT	>23	Business and Law	first	B	Central	highschool-mathsci	no	low	high	low	mid	high	Mid	Mid	High	Low	Low	High	Mid	Mid
LGBT	23-28	Business and Law	first	B+	NorthEast	non-formal	no	mid	mid	high	low	low	Mid	Mid	Low	High	Mid	Mid	Low	High
f	>23	Business and Law	forth	B	North	highschool-art	yes	mid	mid	low	mid	high	High	Low	Mid	Mid	High	Low	Mid	Mid
f	>23	Education	second	B	North	highschool-art	yes	mid	mid	high	mid	mid	High	Low	High	Low	Mid	Mid	Mid	Mid
f	>23	Education	third	B+	North	vocational	yes	high	high	mid	mid	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
f	>23	Education	second	B+	North	vocational	no	mid	mid	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
m	29-34	Education	completed	B+	East	highschool-art	yes	high	mid	mid	high	mid	High	Low	High	Low	Mid	Mid	High	Low
m	29-34	Education	completed	B+	NorthEast	highschool-mathsci	yes	high	mid	high	high	mid	High	Low	Low	High	Low	High	High	Low
f	>23	Education	second	B	North	highschool-art	yes	mid	mid	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
f	>23	Education	forth	B	North	highschool-art	yes	mid	high	mid	mid	high	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
f	>23	Education	second	B+	North	highschool-art	yes	high	mid	low	mid	high	High	Low	High	Low	Mid	Mid	Mid	Mid
f	>23	Education	forth	B	North	highschool-art	yes	mid	mid	high	high	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
m	>23	Education	first	B	North	highschool-art	yes	mid	mid	mid	high	high	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
f	>23	Education	third	B	Central	highschool-art	yes	mid	mid	mid	high	mid	High	Low	Low	High	Mid	Mid	Mid	Mid
LGBT	>23	Education	third	B	North	highschool-mathsci	yes	high	low	high	mid	mid	Mid	Mid	Mid	Mid	Low	High	High	Low
LGBT	>23	Education	second	B	NorthEast	highschool-mathsci	yes	mid	high	mid	mid	low	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
f	>23	Education	second	B	Central	highschool-art	yes	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
m	>23	Education	third	C+	Central	highschool-art	yes	mid	high	mid	mid	mid	High	Low	Mid	Mid	High	Low	Mid	Mid
f	>23	Education	second	B	Central	highschool-mathsci	yes	low	mid	low	mid	mid	Mid	Mid	Low	High	Mid	Mid	Low	High
LGBT	23-28	Education	forth	B	Central	highschool-mathsci	yes	mid	low	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
LGBT	>23	Education	second	B+	South	highschool-mathsci	no	low	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
LGBT	>23	Education	second	B	South	highschool-mathsci	no	mid	mid	high	high	mid	Mid	Mid	High	Low	Low	High	High	Low
f	23-28	Education	third	B	North	highschool-mathsci	yes	mid	high	high	high	mid	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
m	23-28	Education	third	B	North	highschool-mathsci	no	mid	mid	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	High	Low
m	23-28	Education	completed	B	North	highschool-mathsci	no	mid	high	high	high	mid	Low	High	Mid	Mid	Mid	Mid	High	Low
m	>23	Education	second	B	Central	highschool-art	yes	low	low	high	high	mid	Mid	Mid	Low	High	Mid	Mid	Mid	Mid
f	>23	Education	second	C+	Central	highschool-mathsci	yes	mid	mid	mid	mid	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
f	>23	Education	second	B	Central	highschool-mathsci	yes	mid	high	low	high	low	Mid	Mid	High	Low	High	Low	Mid	Mid
f	>23	Education	second	B	Central	highschool-art	yes	low	low	mid	mid	high	Mid	Mid	Low	High	Mid	Mid	High	Low
m	>23	Education	second	C+	East	highschool-art	yes	mid	high	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
f	>23	Education	second	B	North	highschool-art	yes	mid	low	mid	low	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
f	>23	Education	second	B	Central	highschool-mathsci	yes	mid	mid	high	mid	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
f	>23	Education	second	B+	Central	highschool-art	yes	mid	mid	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
m	>23	Education	second	B	East	highschool-art	yes	low	mid	high	high	high	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
LGBT	>23	Education	second	B	Central	highschool-mathsci	yes	mid	low	mid	mid	low	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
LGBT	23-28	Education	first	C+	NorthEast	non-formal	no	high	mid	high	high	mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
LGBT	23-28	Education	completed	B	North	highschool-mathsci	no	mid	low	low	low	low	High	Low	Mid	Mid	High	Low	Low	High
f	>23	Education	third	B	NorthEast	highschool-art	no	mid	mid	high	high	low	Mid	Mid	Mid	Mid	Mid	Mid	Mid	Mid
LGBT	>23	Education	first	B	East	highschool-mathsci	no	low	high	mid	low	mid	Mid	Mid	Low	High	Mid	Mid	High	Low
m	>23	Education	second	B+	North	highschool-mathsci	yes	high	mid	high	high	high	High	Low	Mid	Mid	High	Low	High	Low
f	23-28	Education	completed	B+	North	highschool-mathsci	yes	high	mid	high	high	high	High	Low	Mid	Mid	Mid	Mid	High	Low
m	>23	Education	first	B	West	highschool-mathsci	no	mid	mid	mid	high	mid	Mid	Mid	High	Low	Mid	Mid	Mid	Mid
f	>23	Education	second	B	Central	highschool-mathsci	no	mid	high	high	high	mid	High	Low	Mid	Mid	Mid	Mid	Mid	Mid
f	>23	Education	first	B	Central	highschool-mathsci	no	mid	high	high	high	mid	Mid	Mid	High	Low	Mid	Mid	High	Low
f	23-28	Education	completed	C+	NorthEast	highschool-art	yes	mid	high	low	mid	mid	High	Low	Mid	Mid	Mid	Mid	High	Low
f	23-28	Education	completed	B	NorthEast	highschool-mathsci	yes	mid	high	high	high	mid	High	Low	Mid	Mid	Low	High	High	Low
f	23-28	Education	completed	B	NorthEast	highschool-mathsci	yes	high	mid	mid	mid	mid	High	Low	Mid	Mid	High	Low	Mid	Mid
m	23-28	Education	completed	C+	NorthEast	highschool-art	no	high	low	high	high	mid	High	Low	Low	High	Mid	Mid	Mid	Mid
f	23-28	Education	completed	B	NorthEast	highschool-mathsci	yes	mid	mid	high	mid	mid	High	Low	Low	High	Low	High	Mid	Mid
LGBT	23-28	Education	completed	B	NorthEast	highschool-art	yes	high	high	high	mid	low	Mid	Mid	Mid	Mid	Low	High	Mid	Mid
m	23-28	Education	completed	B	NorthEast	highschool-mathsci	no	high	mid	mid	mid	low	Mid	Mid	Low	High	Low	High	Mid	Mid
f	23-28	Education	completed	C+	NorthEast	highschool-art	yes	high	high	high	high	high	High	Low	Low	High	Low	High	Mid	Mid
f	23-28	Education	completed	C+	NorthEast	highschool-mathsci	yes	mid	high	high	high	mid	Low	High	Mid	Mid	Low	High	Mid	Mid
f	23-28	Education	completed	B+	NorthEast	highschool-mathsci	yes	high	high	mid	high	mid	Mid	Mid	Low	High	Low	High	Mid	Mid
f	23-28	Education	first	C	Central	highschool-mathsci	no	mid	high	mid	mid	mid	Low	High	Low	High	Low	High	Low	High
f	35+	Education	completed	C+	North	highschool-mathsci	yes	mid	high	mid	mid	mid	High	Low	Mid	Mid	Mid	Mid	Low	High
f	>23	Education	forth	C+	NorthEast	highschool-mathsci	yes	mid	mid	high	mid	low	High	Low	Mid	Mid	Low	High	Low	High
f	>23	Education	third	C+	NorthEast	highschool-mathsci	yes	mid	mid	mid	mid	high	High	Low	Mid	Mid	High	Low	Mid	Mid
m	35+	Education	completed	B	NorthEast	highschool-mathsci	no	mid	high	low	mid	mid	Low	High	High	Low	Low	High	Mid	Mid
