sex,Age,major group3,year,gpax,Region,previous-edu,uni-activity,influ-major,influ-people,influ-wellknown,influ-quality,influ-careermarket,TYPE
f,>23,Sciences & Maths,second,B,North,highvocational,yes,low,high,high,high,high,ESFP
LGBT,>23,Sciences & Maths,third,B,North,highvocational,yes,high,high,high,high,low,ESTJ
f,>23,Sciences & Maths,third,B,North,highvocational,yes,mid,high,high,high,high,ESTJ
LGBT,23-28,Sciences & Maths,forth,B,North,highvocational,yes,mid,mid,mid,high,high,ISFJ
f,>23,Sciences & Maths,first,B,North,vocational,yes,high,mid,low,high,low,ESTJ
m,23-28,Sciences & Maths,third,B,North,vocational,yes,high,high,high,high,high,ESTJ
m,23-28,Sciences & Maths,third,B,North,vocational,yes,high,mid,high,mid,mid,ESFP
f,23-28,Sciences & Maths,forth,B,North,highvocational,yes,high,high,mid,low,mid,ESTJ
f,>23,Sciences & Maths,second,B,North,vocational,yes,high,low,mid,high,high,ESTJ
m,>23,Sciences & Maths,second,C+,North,vocational,yes,mid,mid,mid,high,high,ESTJ
f,>23,Sciences & Maths,second,C+,North,vocational,yes,high,low,mid,high,high,ESTJ
f,>23,Sciences & Maths,third,B,North,vocational,yes,high,mid,high,high,high,ESTJ
m,>23,Sciences & Maths,third,C+,North,highvocational,yes,high,mid,mid,high,high,ENFJ
f,>23,Sciences & Maths,third,C+,North,vocational,yes,high,mid,low,high,high,ENTP
LGBT,>23,Sciences & Maths,second,B,North,highvocational,yes,high,high,high,low,mid,ESFP
f,>23,Sciences & Maths,second,B,North,highschool-art,yes,high,mid,mid,mid,mid,INTJ
f,>23,Sciences & Maths,second,B,North,highschool-art,yes,low,mid,low,mid,mid,ESFJ
f,>23,Sciences & Maths,second,C+,North,highschool-art,yes,high,mid,mid,mid,mid,INTJ
m,>23,Sciences & Maths,second,B+,North,highschool-art,yes,high,low,mid,mid,mid,ESTJ
f,>23,Sciences & Maths,second,B,North,highschool-art,yes,low,mid,mid,low,high,ESTJ
f,>23,Sciences & Maths,second,B,North,highschool-art,yes,mid,mid,mid,high,high,ENFJ
f,>23,Sciences & Maths,second,C+,North,highschool-art,yes,mid,mid,low,high,high,ISTP
f,>23,Sciences & Maths,second,B,North,highschool-art,yes,low,mid,mid,low,mid,ISFJ
f,>23,Sciences & Maths,second,B,West,highschool-art,yes,mid,mid,low,mid,low,ENFP
f,>23,Sciences & Maths,second,B,West,highschool-art,yes,mid,low,mid,low,low,ENTP
f,29-34,Sciences & Maths,completed,C,Central,highschool-mathsci,no,high,low,mid,mid,high,ISFP
f,23-28,Sciences & Maths,completed,B,West,highschool-mathsci,yes,mid,high,mid,mid,mid,INFJ
m,35+,Sciences & Maths,completed,C,NorthEast,highschool-mathsci,yes,high,mid,high,high,high,ESTJ
f,>23,Sciences & Maths,forth,B,NorthEast,highschool-mathsci,yes,mid,high,mid,high,mid,ESFP
m,35+,Sciences & Maths,completed,B,Central,highschool-mathsci,yes,high,low,high,high,low,INTJ
f,23-28,Sciences & Maths,completed,B,Central,highschool-mathsci,no,high,mid,mid,mid,low,INFJ
m,23-28,Sciences & Maths,completed,C+,Central,highschool-mathsci,yes,mid,low,mid,mid,low,INFP
f,35+,Sciences & Maths,completed,C,NorthEast,highschool-mathsci,yes,mid,high,mid,mid,high,ENTJ
f,29-34,Sciences & Maths,completed,C+,Central,highschool-mathsci,yes,mid,mid,mid,mid,low,ESTP
LGBT,>23,Sciences & Maths,completed,B,Central,highschool-mathsci,no,high,mid,mid,mid,mid,INFP
f,35+,Sciences & Maths,completed,C+,East,highschool-mathsci,no,low,high,low,mid,mid,ISFJ
m,35+,Sciences & Maths,completed,C,West,highschool-mathsci,no,mid,high,high,high,high,ESFP
f,35+,Sciences & Maths,completed,B+,Central,highschool-mathsci,no,high,low,mid,mid,high,ISFJ
m,35+,Sciences & Maths,completed,B,NorthEast,highschool-mathsci,yes,high,low,high,high,high,ISTP
m,35+,Sciences & Maths,completed,B,NorthEast,highschool-mathsci,yes,high,high,mid,high,mid,ESTJ
LGBT,29-34,Sciences & Maths,completed,C+,Central,highschool-mathsci,yes,high,low,mid,mid,high,ENFP
f,23-28,Sciences & Maths,forth,B,North,highschool-mathsci,yes,high,mid,mid,high,high,INFP
f,23-28,Sciences & Maths,completed,C+,Central,highschool-mathsci,no,mid,high,high,mid,mid,ENFP
m,>23,Sciences & Maths,completed,B,North,highschool-mathsci,no,mid,low,high,high,low,INTP
m,29-34,Sciences & Maths,completed,B+,Central,highschool-mathsci,no,high,low,high,high,high,INFJ
LGBT,23-28,Sciences & Maths,completed,B+,Central,highschool-mathsci,yes,mid,mid,mid,mid,high,ENFP
f,35+,Sciences & Maths,completed,C,Central,highschool-mathsci,no,low,mid,high,high,mid,ISFJ
f,23-28,Sciences & Maths,completed,C,Central,highschool-mathsci,yes,high,low,high,mid,low,ESFJ
m,23-28,Sciences & Maths,completed,B,South,highschool-mathsci,no,mid,high,high,high,high,ENFJ
f,23-28,Sciences & Maths,completed,C,South,highschool-mathsci,no,mid,mid,high,high,mid,ISFJ
m,>23,Sciences & Maths,first,C+,North,highvocational,yes,high,mid,mid,mid,high,ENFJ
f,>23,Sciences & Maths,second,B+,Central,highschool-mathsci,yes,high,mid,mid,mid,high,ESFJ
m,23-28,Sciences & Maths,third,B,North,highvocational,yes,high,mid,mid,high,mid,ESFJ
m,>23,Sciences & Maths,third,C+,North,vocational,yes,high,mid,mid,high,mid,ESFJ
f,23-28,Sciences & Maths,forth,B,North,highschool-mathsci,yes,high,mid,mid,high,mid,ESTJ
m,>23,Sciences & Maths,second,C+,Central,vocational,yes,high,low,high,mid,mid,ENTJ
f,>23,Sciences & Maths,second,B,East,highschool-mathsci,yes,high,high,high,mid,high,ESTJ
f,>23,Sciences & Maths,first,B,Central,highschool-mathsci,yes,mid,mid,mid,mid,mid,ESTP
m,23-28,Sciences & Maths,completed,B,East,highschool-art,no,high,mid,mid,low,mid,ISFP
f,>23,Sciences & Maths,forth,B,Central,highschool-art,yes,mid,mid,mid,mid,mid,ESTP
m,23-28,Sciences & Maths,completed,B,North,highschool-mathsci,yes,mid,mid,high,high,high,ENTJ
m,>23,Sciences & Maths,second,B+,East,highschool-mathsci,yes,mid,mid,high,mid,high,ESFP
f,>23,Sciences & Maths,third,C+,North,highschool-mathsci,yes,mid,high,high,mid,high,ENTJ
m,23-28,Sciences & Maths,completed,C+,NorthEast,highschool-mathsci,yes,mid,high,mid,mid,mid,ESFP
m,>23,Sciences & Maths,forth,C+,NorthEast,highschool-mathsci,yes,mid,low,high,mid,high,ISFJ
m,>23,Sciences & Maths,first,C+,NorthEast,highschool-art,yes,mid,high,mid,high,mid,INFJ
m,>23,Sciences & Maths,forth,B,NorthEast,highschool-art,no,mid,mid,mid,mid,mid,ENTP
m,>23,Sciences & Maths,second,C+,North,highvocational,yes,high,low,high,mid,mid,INTJ
f,>23,Sciences & Maths,third,C+,North,highschool-mathsci,yes,high,mid,high,mid,high,ESFJ
m,>23,Sciences & Maths,second,C+,Central,highschool-art,yes,mid,mid,mid,mid,mid,ENFJ
m,>23,Sciences & Maths,third,C+,South,highschool-mathsci,yes,mid,mid,mid,mid,high,ESTJ
f,>23,Sciences & Maths,first,C+,Central,highschool-art,yes,mid,mid,high,high,mid,ESFJ
f,>23,Sciences & Maths,forth,B,East,highschool-art,yes,mid,mid,mid,mid,mid,ESTJ
f,29-34,Sciences & Maths,completed,C+,East,highschool-art,yes,mid,high,high,mid,mid,ESFJ
f,>23,Sciences & Maths,forth,B,NorthEast,highschool-art,yes,mid,mid,high,mid,mid,ESFP
f,>23,Sciences & Maths,second,C+,Central,highschool-art,yes,mid,mid,high,mid,mid,ESFJ
f,>23,Sciences & Maths,second,C+,West,highschool-mathsci,yes,high,mid,mid,high,mid,ESTJ
LGBT,23-28,Sciences & Maths,completed,B+,North,highschool-mathsci,yes,high,low,high,mid,mid,INTJ
f,>23,Sciences & Maths,first,B,North,highschool-mathsci,yes,mid,mid,high,mid,high,ESTJ
f,>23,Sciences & Maths,first,C+,Central,highschool-mathsci,yes,mid,high,mid,mid,high,ENTJ
LGBT,>23,Sciences & Maths,first,B+,Central,highschool-mathsci,yes,low,mid,high,mid,mid,ISFJ
f,23-28,Sciences & Maths,second,B,Central,highschool-mathsci,no,high,low,high,high,high,ESTP
f,>23,Sciences & Maths,second,B,NorthEast,highschool-art,no,high,low,low,high,mid,ESFP
m,>23,Sciences & Maths,first,B+,NorthEast,highschool-mathsci,yes,high,high,high,high,mid,ESTJ
f,23-28,Sciences & Maths,first,C+,NorthEast,highschool-art,no,mid,high,mid,high,mid,ISTJ
LGBT,>23,Sciences & Maths,third,B,South,highschool-art,no,low,low,high,mid,low,ENTP
f,>23,Sciences & Maths,first,B,South,highschool-art,no,mid,high,mid,low,low,ENTP
